Date : 2025-07-23 09:16:41
Directory : c:\Users\ibrahim\Downloads\zero_cms
Total : 558 files,  125725 codes, 4137 comments, 7354 blanks, all 137216 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| app\contact                                                                              |          1 |        252 |         10 |         15 |        277 |
| app\faq                                                                                  |          1 |         32 |          0 |          3 |         35 |
| app\gizlilik-politikasi                                                                  |          1 |         22 |          0 |          2 |         24 |
| app\kullanim-kosullari                                                                   |          1 |         29 |          0 |          2 |         31 |
| app\locations                                                                            |          3 |        613 |         21 |         49 |        683 |
| app\locations (Files)                                                                    |          1 |        109 |          4 |          7 |        120 |
| app\locations\istanbul                                                                   |          2 |        504 |         17 |         42 |        563 |
| app\locations\istanbul (Files)                                                           |          1 |        260 |          5 |         21 |        286 |
| app\locations\istanbul\kadikoy                                                           |          1 |        244 |         12 |         21 |        277 |
| app\markalar                                                                             |        165 |     40,791 |      1,560 |      2,701 |     45,052 |
| app\markalar (Files)                                                                     |          1 |         55 |          0 |          5 |         60 |
| app\markalar\lg                                                                          |         41 |     10,184 |        390 |        674 |     11,248 |
| app\markalar\lg (Files)                                                                  |          1 |         71 |          0 |          6 |         77 |
| app\markalar\lg\istanbul                                                                 |         40 |     10,113 |        390 |        668 |     11,171 |
| app\markalar\lg\istanbul (Files)                                                         |          1 |         90 |          0 |          5 |         95 |
| app\markalar\lg\istanbul\adalar                                                          |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\arnavutkoy                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\atasehir                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\avcilar                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\bagcilar                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\bahcelievler                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\bakirkoy                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\basaksehir                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\bayrampasa                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\besiktas                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\beykoz                                                          |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\beylikduzu                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\beyoglu                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\buyukcekmece                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\catalca                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\cekmekoy                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\esenler                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\esenyurt                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\eyupsultan                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\fatih                                                           |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\gaziosmanpasa                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\gungorent                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\kadikoy                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\kagithane                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\kartal                                                          |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\kucukcekmece                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\maltepe                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\pendik                                                          |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\sancaktepe                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\sariyer                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\sile                                                            |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\silivri                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\sisli                                                           |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\sultanbeyli                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\sultangazi                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\tuzla                                                           |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\umraniye                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\uskudar                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\lg\istanbul\zeytinburnu                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung                                                                     |         41 |     10,184 |        390 |        674 |     11,248 |
| app\markalar\samsung (Files)                                                             |          1 |         71 |          0 |          6 |         77 |
| app\markalar\samsung\istanbul                                                            |         40 |     10,113 |        390 |        668 |     11,171 |
| app\markalar\samsung\istanbul (Files)                                                    |          1 |         90 |          0 |          5 |         95 |
| app\markalar\samsung\istanbul\adalar                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\arnavutkoy                                                 |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\atasehir                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\avcilar                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\bagcilar                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\bahcelievler                                               |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\bakirkoy                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\basaksehir                                                 |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\bayrampasa                                                 |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\besiktas                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\beykoz                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\beylikduzu                                                 |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\beyoglu                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\buyukcekmece                                               |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\catalca                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\cekmekoy                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\esenler                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\esenyurt                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\eyupsultan                                                 |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\fatih                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\gaziosmanpasa                                              |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\gungorent                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\kadikoy                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\kagithane                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\kartal                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\kucukcekmece                                               |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\maltepe                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\pendik                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\sancaktepe                                                 |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\sariyer                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\sile                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\silivri                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\sisli                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\sultanbeyli                                                |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\sultangazi                                                 |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\tuzla                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\umraniye                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\uskudar                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\samsung\istanbul\zeytinburnu                                                |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony                                                                        |         41 |     10,184 |        390 |        674 |     11,248 |
| app\markalar\sony (Files)                                                                |          1 |         71 |          0 |          6 |         77 |
| app\markalar\sony\istanbul                                                               |         40 |     10,113 |        390 |        668 |     11,171 |
| app\markalar\sony\istanbul (Files)                                                       |          1 |         90 |          0 |          5 |         95 |
| app\markalar\sony\istanbul\adalar                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\arnavutkoy                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\atasehir                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\avcilar                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\bagcilar                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\bahcelievler                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\bakirkoy                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\basaksehir                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\bayrampasa                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\besiktas                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\beykoz                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\beylikduzu                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\beyoglu                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\buyukcekmece                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\catalca                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\cekmekoy                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\esenler                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\esenyurt                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\eyupsultan                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\fatih                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\gaziosmanpasa                                                 |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\gungorent                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\kadikoy                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\kagithane                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\kartal                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\kucukcekmece                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\maltepe                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\pendik                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\sancaktepe                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\sariyer                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\sile                                                          |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\silivri                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\sisli                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\sultanbeyli                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\sultangazi                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\tuzla                                                         |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\umraniye                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\uskudar                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\sony\istanbul\zeytinburnu                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel                                                                      |         41 |     10,184 |        390 |        674 |     11,248 |
| app\markalar\vestel (Files)                                                              |          1 |         71 |          0 |          6 |         77 |
| app\markalar\vestel\istanbul                                                             |         40 |     10,113 |        390 |        668 |     11,171 |
| app\markalar\vestel\istanbul (Files)                                                     |          1 |         90 |          0 |          5 |         95 |
| app\markalar\vestel\istanbul\adalar                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\arnavutkoy                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\atasehir                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\avcilar                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\bagcilar                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\bahcelievler                                                |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\bakirkoy                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\basaksehir                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\bayrampasa                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\besiktas                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\beykoz                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\beylikduzu                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\beyoglu                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\buyukcekmece                                                |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\catalca                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\cekmekoy                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\esenler                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\esenyurt                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\eyupsultan                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\fatih                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\gaziosmanpasa                                               |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\gungorent                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\kadikoy                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\kagithane                                                   |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\kartal                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\kucukcekmece                                                |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\maltepe                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\pendik                                                      |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\sancaktepe                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\sariyer                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\sile                                                        |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\silivri                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\sisli                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\sultanbeyli                                                 |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\sultangazi                                                  |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\tuzla                                                       |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\umraniye                                                    |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\uskudar                                                     |          1 |        257 |         10 |         17 |        284 |
| app\markalar\vestel\istanbul\zeytinburnu                                                 |          1 |        257 |         10 |         17 |        284 |
| app\mobile                                                                               |          9 |      1,643 |         47 |        109 |      1,799 |
| app\mobile (Files)                                                                       |          3 |        172 |          1 |          9 |        182 |
| app\mobile\about                                                                         |          1 |        298 |          7 |         23 |        328 |
| app\mobile\blog                                                                          |          1 |        204 |         10 |         14 |        228 |
| app\mobile\brands                                                                        |          1 |         58 |          0 |          4 |         62 |
| app\mobile\contact                                                                       |          1 |        268 |          9 |         15 |        292 |
| app\mobile\quote                                                                         |          1 |        412 |         16 |         30 |        458 |
| app\mobile\services                                                                      |          1 |        231 |          4 |         14 |        249 |
| app\quote                                                                                |          1 |        412 |         12 |         27 |        451 |
| app\services                                                                             |          4 |        659 |         38 |         46 |        743 |
| app\services (Files)                                                                     |          1 |        180 |         10 |         11 |        201 |
| app\services\led-replacement                                                             |          1 |        128 |          9 |          7 |        144 |
| app\services\motherboard-repair                                                          |          1 |        129 |          9 |          7 |        145 |
| app\services\tv-screen-replacement                                                       |          1 |        222 |         10 |         21 |        253 |
| components                                                                               |         57 |      5,227 |         83 |        601 |      5,911 |
| components (Files)                                                                       |          1 |        178 |          4 |          4 |        186 |
| components\contact                                                                       |          1 |        157 |          0 |         11 |        168 |
| components\home                                                                          |          5 |        813 |         61 |         63 |        937 |
| components\layout                                                                        |          2 |        417 |         16 |         24 |        457 |
| components\ui                                                                            |         48 |      3,662 |          2 |        499 |      4,163 |
| data                                                                                     |         13 |      9,701 |          0 |          1 |      9,702 |
| database                                                                                 |          1 |        104 |         16 |         13 |        133 |
| hooks                                                                                    |          2 |        188 |          4 |         40 |        232 |
| lib                                                                                      |          3 |         94 |          7 |         15 |        116 |
| public                                                                                   |         11 |      1,420 |         41 |         29 |      1,490 |
| public (Files)                                                                           |          1 |      1,035 |          3 |          2 |      1,040 |
| public\brands                                                                            |          9 |         21 |          0 |          0 |         21 |
| public\uploads                                                                           |          1 |        364 |         38 |         27 |        429 |
+------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                 | language           | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\ibrahim\Downloads\zero_cms\.eslintrc.json                                       | JSON with Comments |          3 |          0 |          1 |          4 |
| c:\Users\ibrahim\Downloads\zero_cms\.github\prompts\kural.prompt.md                      | Markdown           |         67 |          0 |         47 |        114 |
| c:\Users\ibrahim\Downloads\zero_cms\app\about\page.tsx                                   | TypeScript JSX     |        218 |          7 |         21 |        246 |
| c:\Users\ibrahim\Downloads\zero_cms\app\admin2\page.tsx                                  | TypeScript JSX     |        344 |          3 |         11 |        358 |
| c:\Users\ibrahim\Downloads\zero_cms\app\admin\admin2-user\page.tsx                       | TypeScript JSX     |         53 |          0 |          4 |         57 |
| c:\Users\ibrahim\Downloads\zero_cms\app\admin\page.tsx                                   | TypeScript JSX     |      2,776 |        115 |        175 |      3,066 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\admin-users\route.ts                         | TypeScript         |         24 |          0 |          3 |         27 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\admin2-log\route.ts                          | TypeScript         |         35 |          2 |          4 |         41 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\blog-posts\route.ts                          | TypeScript         |         24 |          0 |          3 |         27 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\brands\route.ts                              | TypeScript         |         24 |          0 |          3 |         27 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\faq\route.ts                                 | TypeScript         |         24 |          0 |          3 |         27 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\messages\route.ts                            | TypeScript         |         69 |          0 |          5 |         74 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\prices\route.ts                              | TypeScript         |         24 |          0 |          3 |         27 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\quote\route.ts                               | TypeScript         |         51 |          1 |          8 |         60 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\services\route.ts                            | TypeScript         |         52 |          3 |          8 |         63 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\services\screen-types\route.ts               | TypeScript         |         31 |          0 |          3 |         34 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\site-settings\route.ts                       | TypeScript         |         40 |          1 |          3 |         44 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\testimonials\route.ts                        | TypeScript         |         42 |          1 |         11 |         54 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\tv-models\route.ts                           | TypeScript         |         24 |          0 |          3 |         27 |
| c:\Users\ibrahim\Downloads\zero_cms\app\api\upload\route.ts                              | TypeScript         |         23 |          1 |          5 |         29 |
| c:\Users\ibrahim\Downloads\zero_cms\app\aydinlatma-metni\page.tsx                        | TypeScript JSX     |         87 |          0 |          2 |         89 |
| c:\Users\ibrahim\Downloads\zero_cms\app\blog\[id]\page.tsx                               | TypeScript JSX     |         32 |          1 |          2 |         35 |
| c:\Users\ibrahim\Downloads\zero_cms\app\blog\page.tsx                                    | TypeScript JSX     |        123 |          4 |          7 |        134 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\altus\[model]\page.tsx                    | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\altus\page.tsx                            | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\arcelik\[model]\page.tsx                  | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\arcelik\page.tsx                          | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\awox\[model]\page.tsx                     | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\awox\page.tsx                             | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\axen\[model]\page.tsx                     | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\axen\page.tsx                             | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\beko\[model]\page.tsx                     | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\beko\page.tsx                             | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\botech\[model]\page.tsx                   | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\botech\page.tsx                           | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\dijitsu\[model]\page.tsx                  | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\dijitsu\page.tsx                          | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\elton\[model]\page.tsx                    | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\elton\page.tsx                            | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\fenoti\[model]\page.tsx                   | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\fenoti\page.tsx                           | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\finlux\[model]\page.tsx                   | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\finlux\page.tsx                           | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\grundig\[model]\page.tsx                  | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\grundig\page.tsx                          | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\hi-level\[model]\page.tsx                 | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\hi-level\page.tsx                         | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\hisense\[model]\page.tsx                  | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\hisense\page.tsx                          | TypeScript JSX     |         48 |          0 |          4 |         52 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\hyundai\[model]\page.tsx                  | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\hyundai\page.tsx                          | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\jvc\[model]\page.tsx                      | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\jvc\page.tsx                              | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\[model]\page.tsx                       | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\adalar\page.tsx               | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\arnavutkoy\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\atasehir\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\avcilar\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\bagcilar\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\bahcelievler\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\bakirkoy\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\basaksehir\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\bayrampasa\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\besiktas\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
