"filename", "language", "JavaScript", "JSON", "JSON with Comments", "TypeScript", "XML", "HTML", "TypeScript JSX", "Python", "PostCSS", "Markdown", "MS SQL", "comment", "blank", "total"
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\basaksehir\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\bayrampasa\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\besiktas\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\beykoz\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\beylikduzu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\beyoglu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\buyukcekmece\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\catalca\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\cekmekoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\esenler\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\esenyurt\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\eyupsultan\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\fatih\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\gaziosmanpasa\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\gungorent\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\kadikoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\kagithane\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\kartal\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\kucukcekmece\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\maltepe\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 6, 96
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\pendik\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\sancaktepe\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\sariyer\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\sile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\silivri\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\sisli\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\sultanbeyli\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\sultangazi\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\tuzla\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\umraniye\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\uskudar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\istanbul\zeytinburnu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 18, 285
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\vestel\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 439, 0, 0, 0, 0, 7, 33, 479
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\xiaomi\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 317, 0, 0, 0, 0, 10, 31, 358
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\markalar\xiaomi\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 326, 0, 0, 0, 0, 7, 33, 366
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\mobile\about\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 298, 0, 0, 0, 0, 7, 23, 328
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\mobile\blog\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 0, 10, 14, 228
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\mobile\brands\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 4, 62
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\mobile\contact\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 268, 0, 0, 0, 0, 9, 15, 292
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\mobile\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 5, 83
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\mobile\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 1, 3, 82
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\mobile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\mobile\quote\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 412, 0, 0, 0, 0, 16, 30, 458
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\mobile\services\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 4, 14, 249
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 2, 35
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\quote\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 412, 0, 0, 0, 0, 12, 27, 451
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\services\led-replacement\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 9, 7, 144
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\services\motherboard-repair\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 9, 7, 145
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\services\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 11, 12, 210
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\services\tv-screen-replacement\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 10, 21, 253
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\app\ucretsiz-teklif\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 415, 0, 0, 0, 0, 13, 28, 456
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\collect-jvc-models.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components.json", "JSON", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ModelDetail.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 4, 5, 196
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\StatisticsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 12, 88
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\StatsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 1, 11, 83
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\contact\ContactForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 11, 168
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\home\BeforeAfterGallery.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\home\BlogPreview.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 12, 8, 161
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\home\CommonProblemsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\home\Hero.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 7, 8, 156
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\home\QuoteSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 13, 22, 223
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\home\Services.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 4, 8, 121
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\home\Testimonials.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 263, 0, 0, 0, 0, 28, 16, 307
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\layout\Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 4, 9, 116
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\layout\Header-fixed.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 332, 0, 0, 0, 0, 15, 23, 370
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\layout\Header-new.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 10, 19, 252
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\layout\Header-old.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 0, 15, 15, 286
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\layout\Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 11, 20, 253
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\ExitIntentPopup.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\TimeBasedPopup.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\WhatsAppButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 10, 63
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\accordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 9, 59
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 15, 142
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 7, 60
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\aspect-ratio.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 8
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 7, 51
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 6, 37
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 11, 116
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 6, 57
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\calendar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 6, 67
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 9, 87
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\carousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 232, 0, 0, 0, 0, 0, 31, 263
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 327, 0, 0, 0, 0, 2, 37, 366
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 5, 31
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 12
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\command.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 19, 156
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\context-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 19, 201
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 14, 123
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\drawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 14, 119
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 19, 201
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 26, 180
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\hover-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 7, 30
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\input-otp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 9, 72
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 6, 27
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\menubar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 217, 0, 0, 0, 0, 0, 20, 237
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 12, 129
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 11, 118
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 7, 32
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 6, 45
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\resizable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 7, 46
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 6, 49
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 15, 161
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 5, 32
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 16, 141
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\sonner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 6, 32
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 5, 30
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 11, 118
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 8, 56
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 5, 25
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 14, 130
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 4, 36
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\toggle-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 10, 62
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 7, 46
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 8, 31
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\create-extra-brands.js", "JavaScript", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 190
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\create-pages.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 49
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\create-turkish-pages.js", "JavaScript", 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 25, 340
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\admin2-log.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\admin2-user.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\blog-posts.json", "JSON", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\brands.json", "JSON", 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\faq.json", "JSON", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\messages.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\prices.json", "JSON", 0, 527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 527
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\quotes.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\screen-types.json", "JSON", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\services.json", "JSON", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\site-settings.json", "JSON", 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\testimonials.json", "JSON", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\tv-screens.json", "JSON", 0, 8788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8788
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\database\setup.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 16, 13, 133
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\debug-tcl-brands.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\debug-tcl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\final-cleanup.js", "JavaScript", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 90
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\fix-complex-syntax.js", "JavaScript", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 112
